customer_id,customer_name,business_segment,invoice_number,invoice_date,invoice_amount,credit_limit,credit_used,due_date,payment_date,amount_paid,payment_status
CUST850890,Perry Materials,Small,FDX2025281767,2025-12-05,1012,5363,2147,2025-12-20,2025-12-15,1012,Paid
CUST126128,Stark-Sullivan Manufacturing,Small,FDX2025587154,2025-12-11,7367,43527,28625,2025-12-26,2025-12-25,7367,Paid
CUST659767,Medline Industries,Mid,FDX2025247092,2025-12-11,39605,133294,91675,2025-12-31,,,Unpaid
CUST175376,Walls Medical,Mid,FDX2025505815,2025-12-10,11179,55764,11179,2025-12-30,,,Unpaid
CUST400766,Jasonland Healthcare,Small,FDX2025308405,2025-12-03,4735,35146,4735,2025-12-18,,,Unpaid
CUST852032,Texas Automotive,Small,FDX2025897319,2025-12-13,7203,35606,7203,2025-12-28,,,Unpaid
CUST828884,Michaelshire Trading,Large,FDX2025936841,2025-12-01,40057,586715,40057,2025-12-31,2025-12-24,40057,Paid
CUST889741,Pope LLC,Large,FDX2025252633,2025-12-01,80950,475062,80950,2025-12-31,2025-12-31,80950,Paid
CUST116561,"Orozco, Corporation",Mid,FDX2025183577,2025-12-02,51151,165805,86247,2025-12-22,2025-12-21,51151,Paid
CUST545593,Wood Solutions,Small,FDX2025281421,2025-12-10,2299,8043,3453,2025-12-25,2025-12-20,2299,Paid
CUST689383,Lopez Enterprises,Mid,FDX2025655409,2025-12-02,45669,140720,45669,2025-12-22,2025-12-19,45669,Paid
CUST559933,"Hanson, Systems",Small,FDX2025355668,2025-12-14,1287,9209,1287,2025-12-29,,,Unpaid
CUST460824,Weaver Pharmaceuticals,Small,FDX2025776213,2025-12-12,10964,29775,19362,2025-12-27,2025-12-24,10964,Paid
CUST143820,For Pharmaceuticals,Mid,FDX2025924021,2025-12-08,3996,53413,11484,2025-12-28,2025-12-27,3996,Paid
CUST809379,Allen Ltd,Small,FDX2025518371,2025-12-08,5313,30487,13150,2025-12-23,,,Unpaid
CUST581608,"Schroeder, Taylor and Williams",Mid,FDX2025539372,2025-12-10,70531,226186,148968,2025-12-30,2025-12-27,70531,Paid
CUST211961,"Rivera, Richmond and Baldwin",Small,FDX2025261905,2025-12-04,3870,37860,3870,2025-12-19,,,Unpaid
CUST150962,Lynch Materials,Small,FDX2025143495,2025-12-02,16091,42628,36735,2025-12-17,,,Unpaid
CUST144674,Stoneland Healthcare,Small,FDX2025902651,2025-12-08,6902,22394,14627,2025-12-23,2025-12-18,6902,Paid
CUST306501,Harvey Logistics,Mid,FDX2025105564,2025-12-04,23522,174538,23522,2025-12-24,2025-12-24,23522,Paid
CUST551777,Myers-May,Small,FDX2025288384,2025-12-13,11926,49303,26543,2025-12-28,2025-12-21,11926,Paid
CUST329409,"Porter, Distribution",Mid,FDX2025949661,2025-12-11,14991,142999,82901,2025-12-31,2025-12-28,14991,Paid
CUST673135,Wells Ltd,Mega,FDX2025281791,2025-12-01,231630,1139616,427338,2025-12-31,2025-12-26,231630,Paid
CUST725643,Ford-Chaney Manufacturing,Mid,FDX2025823293,2025-12-02,42222,221546,116327,2025-12-22,2025-12-19,42222,Paid
CUST668737,Cruz-Medina Distribution,Mid,FDX2025371763,2025-12-02,66750,209761,66750,2025-12-22,2025-12-21,66750,Paid
CUST299734,"Walker, Martin and Fields",Small,FDX2025690770,2025-12-14,1866,14095,7385,2025-12-29,2025-12-26,1866,Paid
CUST810553,"Howell, Oliver and Costa",Mega,FDX2025891165,2025-12-01,57073,1246357,462087,2025-12-31,2025-12-31,57073,Paid
CUST955422,Couple Equipment,Mid,FDX2025712787,2025-12-01,60585,205669,60585,2025-12-21,2025-12-14,60585,Paid
CUST327812,Long Logistics,Mid,FDX2025845638,2025-12-10,4327,194988,4327,2025-12-30,,,Unpaid
CUST796420,Indicate Distribution,Small,FDX2025890282,2025-12-15,19802,49888,19802,2025-12-30,,,Unpaid
CUST538358,Harrell-Scott,Small,FDX2025299618,2025-12-15,4884,21426,13176,2025-12-30,2025-12-27,4884,Paid
CUST479351,King-Wright,Small,FDX2025135979,2025-12-08,1999,15826,1999,2025-12-23,2025-12-18,1999,Paid
CUST388742,"Cole, Corporation",Small,FDX2025157400,2025-12-13,11353,48587,12099,2025-12-28,2025-12-23,11353,Paid
CUST803399,Brown-Schwartz Medical,Small,FDX2025580711,2025-12-01,11968,47262,11968,2025-12-16,2025-12-16,11968,Paid
CUST785070,Matthewmouth Materials,Small,FDX2025275760,2025-12-06,10182,31000,10182,2025-12-21,,,Unpaid
CUST833700,Gross International,Mid,FDX2025684888,2025-12-04,26531,191720,26531,2025-12-24,2025-12-24,26531,Paid
CUST594050,"Scott, Logistics",Small,FDX2025169214,2025-12-02,4524,30586,5565,2025-12-17,2025-12-17,4524,Paid
CUST868566,Hodges Industries,Large,FDX2025203082,2025-12-01,53156,315798,53156,2025-12-31,2025-12-30,53156,Paid
CUST838393,Webb Solutions,Mid,FDX2025558652,2025-12-01,5541,136097,5541,2025-12-21,,,Unpaid
CUST216912,Ask Technologies,Mid,FDX2025490813,2025-12-10,15283,75069,20608,2025-12-30,2025-12-27,15283,Paid
CUST759767,Nature Company,Mid,FDX2025385159,2025-12-10,11436,129546,47788,2025-12-30,2025-12-25,11436,Paid
CUST332813,Jackson Technologies,Small,FDX2025286718,2025-12-12,2265,10861,2265,2025-12-27,2025-12-22,2265,Paid
CUST730710,Stuff Equipment,Mid,FDX2025853563,2025-12-07,83512,247673,83512,2025-12-27,,,Unpaid
CUST207708,Port Kristy Holdings,Mid,FDX2025352051,2025-12-04,13754,77495,24265,2025-12-24,2025-12-23,13754,Paid
CUST743916,"Jimenez, James and Thomas",Small,FDX2025110941,2025-12-14,13623,41345,27866,2025-12-29,2025-12-28,13623,Paid
CUST855402,South Javier Wholesale,Small,FDX2025943133,2025-12-16,1795,36634,12499,2025-12-31,2025-12-31,1795,Paid
CUST147722,Matthews-Summers,Mega,FDX2025494119,2025-12-01,62377,2359030,108238,2025-12-31,2025-12-26,62377,Paid
CUST210106,Stantonville Logistics,Mega,FDX2025943779,2025-12-01,661922,2796482,1254424,2025-12-31,2025-12-30,661922,Paid
CUST358372,Lot Technologies,Mid,FDX2025881370,2025-12-06,4412,91525,8702,2025-12-26,2025-12-23,4412,Paid
CUST120503,Relationship Logistics,Small,FDX2025989000,2025-12-06,4444,36487,7048,2025-12-21,,,Unpaid
CUST621702,Maine Equipment,Small,FDX2025406602,2025-12-14,1270,9310,1270,2025-12-29,2025-12-22,1270,Paid
CUST629341,Phillips Pharmaceuticals,Small,FDX2025767740,2025-12-03,3080,19936,12511,2025-12-18,2025-12-18,3080,Paid
CUST167132,Huerta-Jordan Technologies,Mid,FDX2025695909,2025-12-07,14241,245422,14241,2025-12-27,,,Unpaid
CUST330471,Clarke Group,Mid,FDX2025533829,2025-12-10,24327,91446,24327,2025-12-30,,,Unpaid
CUST322444,Mention Trading,Small,FDX2025429467,2025-12-05,2612,35963,20322,2025-12-20,,,Unpaid
CUST335541,Navarro Pharmaceuticals,Small,FDX2025335204,2025-12-15,758,5510,2318,2025-12-30,,,Unpaid
CUST731121,Ashleyburgh Systems,Mid,FDX2025622835,2025-12-07,35794,182928,35794,2025-12-27,,,Unpaid
CUST348765,Shaw Services,Large,FDX2025252862,2025-12-01,105817,474703,105817,2025-12-31,2025-12-24,105817,Paid
CUST100581,"Moore, Group",Mid,FDX2025122685,2025-12-01,52364,173667,52364,2025-12-21,,,Unpaid
CUST586902,Small Industries,Small,FDX2025396104,2025-12-07,8682,33675,21229,2025-12-22,,,Unpaid
CUST649076,Discussion Medical,Mid,FDX2025645837,2025-12-11,30249,95810,30249,2025-12-31,2025-12-28,30249,Paid
CUST180630,Fuller-Thompson,Mega,FDX2025540015,2025-12-01,698476,2994877,1630017,2025-12-31,2025-12-28,698476,Paid
CUST263385,"Boyd, Tran and Bradford",Small,FDX2025556200,2025-12-02,1443,20554,5380,2025-12-17,2025-12-10,1443,Paid
CUST686139,King Partners,Small,FDX2025149965,2025-12-11,2057,15257,2057,2025-12-26,2025-12-21,2057,Paid
CUST804774,Successful Manufacturing,Small,FDX2025644920,2025-12-12,6516,45086,17398,2025-12-27,2025-12-20,6516,Paid
CUST492535,Strickland Healthcare,Small,FDX2025626198,2025-12-11,3629,14808,8113,2025-12-26,2025-12-19,3629,Paid
CUST400458,Your Enterprises,Small,FDX2025524827,2025-12-07,2865,27000,6033,2025-12-22,2025-12-22,2865,Paid
CUST852315,Final Medical,Large,FDX2025754467,2025-12-01,54924,555791,54924,2025-12-31,,,Unpaid
CUST611271,Andrewsfurt Company,Mid,FDX2025549356,2025-12-09,3760,50022,8911,2025-12-29,,,Unpaid
CUST271225,Williamsland Electronics,Large,FDX2025597452,2025-12-01,45283,307559,163591,2025-12-31,2025-12-30,45283,Paid
CUST879611,"Casey, Howard and Sweeney",Small,FDX2025230325,2025-12-11,13222,44940,13222,2025-12-26,,,Unpaid
CUST328812,Green Materials,Small,FDX2025251547,2025-12-13,9638,40793,20456,2025-12-28,2025-12-28,9638,Paid
CUST867928,Alexischester Solutions,Small,FDX2025544004,2025-12-04,5189,18197,5189,2025-12-19,2025-12-16,5189,Paid
CUST781878,Mathis Corporation,Small,FDX2025359192,2025-12-06,3580,14838,7959,2025-12-21,2025-12-14,3580,Paid
CUST413426,Page Industries,Mid,FDX2025673859,2025-12-01,61381,185897,61381,2025-12-21,,,Unpaid
CUST593915,"Preston, Trading",Small,FDX2025995989,2025-12-12,7085,39752,11191,2025-12-27,2025-12-22,7085,Paid
CUST119302,Huang-Brown Industries,Mid,FDX2025143501,2025-12-07,26249,108458,26249,2025-12-27,,,Unpaid
CUST194603,Mueller Logistics,Mid,FDX2025712879,2025-12-01,8614,125697,8614,2025-12-21,2025-12-14,8614,Paid
CUST852272,Hot Services,Small,FDX2025905594,2025-12-03,1290,29146,14370,2025-12-18,2025-12-17,1290,Paid
CUST583260,Valenzuela Industries,Large,FDX2025290246,2025-12-01,58456,281648,120729,2025-12-31,2025-12-28,58456,Paid
CUST521363,School Industries,Small,FDX2025610017,2025-12-05,3890,12138,8216,2025-12-20,2025-12-20,3890,Paid
CUST407307,Matthewberg Logistics,Small,FDX2025568135,2025-12-01,1937,17216,3165,2025-12-16,2025-12-11,1937,Paid
CUST923924,Mclaughlin Group,Small,FDX2025435499,2025-12-08,5342,29735,13113,2025-12-23,2025-12-20,5342,Paid
CUST376542,Anyone Trading,Mid,FDX2025651133,2025-12-03,8790,205298,99950,2025-12-23,2025-12-23,8790,Paid
CUST643148,Public Corporation,Small,FDX2025592672,2025-12-04,2294,34105,4667,2025-12-19,2025-12-18,2294,Paid
CUST143246,McKesson Medical Supply,Small,FDX2025526811,2025-12-15,5975,22732,14872,2025-12-30,,,Unpaid
CUST698655,Stevenson Trading,Small,FDX2025547710,2025-12-10,2647,17355,2647,2025-12-25,,,Unpaid
CUST305090,Smith-Baldwin Systems,Mid,FDX2025356367,2025-12-02,53211,169790,60814,2025-12-22,2025-12-21,53211,Paid
CUST254051,Him Distribution,Small,FDX2025872964,2025-12-03,11376,28872,11376,2025-12-18,2025-12-11,11376,Paid
CUST138723,"Lee, International",Large,FDX2025833140,2025-12-01,139328,690055,247128,2025-12-31,2025-12-24,139328,Paid
CUST845955,Macias Wholesale,Mid,FDX2025854766,2025-12-01,58348,200079,58348,2025-12-21,,,Unpaid
CUST214699,Charles Medical,Small,FDX2025686447,2025-12-13,2803,30273,10778,2025-12-28,2025-12-23,2803,Paid
CUST680907,Gonzalez Automotive,Mid,FDX2025393684,2025-12-03,37003,134111,58894,2025-12-23,2025-12-23,37003,Paid
CUST139323,The Solutions,Small,FDX2025714955,2025-12-06,1316,6858,1316,2025-12-21,,,Unpaid
CUST539978,Perez and Sons,Small,FDX2025886106,2025-12-05,2554,10400,4369,2025-12-20,2025-12-20,2554,Paid
CUST736967,Greene-Cooper,Small,FDX2025619019,2025-12-02,9779,44229,29471,2025-12-17,2025-12-16,9779,Paid
CUST301935,Dunn Manufacturing,Large,FDX2025556429,2025-12-01,136507,475901,330051,2025-12-31,2025-12-28,136507,Paid
CUST375934,Crawford PLC,Small,FDX2025947301,2025-12-01,2950,8246,4545,2025-12-16,,,Unpaid
CUST223268,Some Holdings,Small,FDX2025255350,2025-12-16,2076,10218,2076,2025-12-31,2025-12-30,2076,Paid
CUST855235,"Green, Supply",Mid,FDX2025693704,2025-12-03,14649,162535,65198,2025-12-23,,,Unpaid
CUST935233,Castro Technologies,Small,FDX2025153756,2025-12-12,7171,48249,20297,2025-12-27,2025-12-27,7171,Paid
CUST323225,Vega Company,Small,FDX2025258792,2025-12-16,10520,49885,10520,2025-12-31,,,Unpaid
CUST205602,Ritter-Fisher,Small,FDX2025516104,2025-12-06,802,7478,802,2025-12-21,,,Unpaid
CUST978944,Boyle and Sons,Small,FDX2025936088,2025-12-12,5871,17806,6357,2025-12-27,,,Unpaid
CUST486236,Marsh-Murray Logistics,Small,FDX2025438494,2025-12-08,3661,21236,3661,2025-12-23,,,Unpaid
CUST462200,Ashleychester Equipment,Small,FDX2025751299,2025-12-04,3077,29383,12630,2025-12-19,,,Unpaid
CUST147090,Katrinamouth Enterprises,Small,FDX2025400229,2025-12-15,2033,25421,8277,2025-12-30,2025-12-30,2033,Paid
CUST592624,"Bailey, Butler and Warren",Mid,FDX2025267998,2025-12-03,29884,246613,140262,2025-12-23,,,Unpaid
CUST162415,Newman Industries,Small,FDX2025387410,2025-12-13,8751,24812,14000,2025-12-28,2025-12-27,8751,Paid
CUST123154,Barry Pharmaceuticals,Small,FDX2025790586,2025-12-14,3257,26176,14707,2025-12-29,2025-12-22,3257,Paid
CUST949055,Rather Holdings,Small,FDX2025324682,2025-12-07,4145,18365,4145,2025-12-22,,,Unpaid
CUST342663,Harding PLC,Small,FDX2025278703,2025-12-16,6355,39002,6355,2025-12-31,2025-12-24,6355,Paid
CUST646170,Carterburgh Technologies,Small,FDX2025524970,2025-12-04,7027,36514,17946,2025-12-19,2025-12-14,7027,Paid
CUST581666,Chavez Technologies,Small,FDX2025567228,2025-12-02,8805,27381,8805,2025-12-17,2025-12-10,8805,Paid
CUST184851,Josephland Supply,Mid,FDX2025394746,2025-12-06,57122,202877,83162,2025-12-26,2025-12-26,57122,Paid
CUST882278,"Sampson, Technologies",Mid,FDX2025714270,2025-12-03,8760,208407,67077,2025-12-23,2025-12-22,8760,Paid
CUST317447,Whitefort Enterprises,Mid,FDX2025483259,2025-12-11,16619,61006,36422,2025-12-31,2025-12-30,16619,Paid
CUST856194,Alanfurt Solutions,Small,FDX2025826932,2025-12-16,550,30256,6121,2025-12-31,,,Unpaid
CUST113842,Little Ltd,Mega,FDX2025334892,2025-12-01,58498,2611325,992463,2025-12-31,,,Unpaid
CUST902608,Joshuaview Company,Small,FDX2025949354,2025-12-09,2236,42364,2908,2025-12-24,2025-12-23,2236,Paid
CUST562793,Amandaview Pharmaceuticals,Small,FDX2025747553,2025-12-16,13249,46769,13249,2025-12-31,,,Unpaid
CUST724082,Seat Company,Small,FDX2025132889,2025-12-13,9603,45360,27085,2025-12-28,,,Unpaid
CUST316085,Miller-Warren Materials,Mega,FDX2025561256,2025-12-01,209085,1224354,209085,2025-12-31,,,Unpaid
CUST617980,"Washington, Burnett and Weeks",Small,FDX2025337238,2025-12-16,19319,49542,26541,2025-12-31,2025-12-31,19319,Paid
CUST685229,Common Healthcare,Large,FDX2025607866,2025-12-01,32106,250547,127384,2025-12-31,,,Unpaid
CUST961511,Trade Logistics,Mid,FDX2025224136,2025-12-07,68244,217673,106816,2025-12-27,2025-12-24,68244,Paid
CUST923245,Rogersstad Electronics,Small,FDX2025423609,2025-12-02,2473,37252,3914,2025-12-17,2025-12-10,2473,Paid
CUST196174,Policy Automotive,Small,FDX2025897116,2025-12-05,8480,44516,8480,2025-12-20,,,Unpaid
CUST952423,Hines Services,Small,FDX2025403576,2025-12-11,3925,49685,20795,2025-12-26,2025-12-21,3925,Paid
CUST637293,Practice Distribution,Mid,FDX2025175474,2025-12-06,22119,137037,27186,2025-12-26,2025-12-21,22119,Paid
CUST164147,Hernandez Company,Small,FDX2025606769,2025-12-01,2291,7972,5228,2025-12-16,2025-12-11,2291,Paid
CUST154525,Still Partners,Small,FDX2025924095,2025-12-12,5185,42939,9757,2025-12-27,2025-12-24,5185,Paid
CUST550395,Martinez-Morales Corporation,Mid,FDX2025506529,2025-12-03,6131,207968,88815,2025-12-23,2025-12-18,6131,Paid
CUST136751,Watson-Adams,Mid,FDX2025793044,2025-12-01,49768,225982,113730,2025-12-21,,,Unpaid
CUST763878,Hudson-Clark Trading,Small,FDX2025342607,2025-12-01,4742,26880,4742,2025-12-16,,,Unpaid
CUST946460,Dyer and Sons,Large,FDX2025180425,2025-12-01,166087,635926,272824,2025-12-31,,,Unpaid
CUST536987,Hall-Perry Solutions,Large,FDX2025247762,2025-12-01,85493,302136,151230,2025-12-31,,,Unpaid
CUST888649,Jones-Adams Holdings,Small,FDX2025129941,2025-12-03,2936,12266,2936,2025-12-18,2025-12-11,2936,Paid
CUST522913,Half Holdings,Small,FDX2025436817,2025-12-12,5127,25928,5127,2025-12-27,2025-12-22,5127,Paid
CUST676367,Robinson-Lucas,Small,FDX2025186381,2025-12-12,3799,10817,7278,2025-12-27,,,Unpaid
CUST962301,Necessary Manufacturing,Mega,FDX2025233599,2025-12-01,307326,1267872,536581,2025-12-31,2025-12-26,307326,Paid
CUST172343,Burch LLC,Mid,FDX2025617123,2025-12-11,39927,213453,50856,2025-12-31,2025-12-31,39927,Paid
CUST129483,Nichols Solutions,Small,FDX2025736793,2025-12-05,1356,32196,1356,2025-12-20,2025-12-19,1356,Paid
CUST962479,Newman-Curtis Logistics,Small,FDX2025608500,2025-12-02,14951,44857,30566,2025-12-17,,,Unpaid
CUST986805,"Martin, Wiggins and Thomas",Mid,FDX2025850152,2025-12-03,30584,95640,54279,2025-12-23,2025-12-20,30584,Paid
CUST375608,Door Wholesale,Mid,FDX2025165423,2025-12-11,7546,136971,47447,2025-12-31,2025-12-26,7546,Paid
CUST374110,Television Medical,Small,FDX2025877775,2025-12-05,956,5666,956,2025-12-20,,,Unpaid
CUST403248,Doyletown Manufacturing,Small,FDX2025258182,2025-12-09,6115,46356,24691,2025-12-24,2025-12-19,6115,Paid
CUST578401,Dunlap Inc,Small,FDX2025535319,2025-12-08,684,40422,1231,2025-12-23,2025-12-22,684,Paid
CUST596751,King-Brown Manufacturing,Mid,FDX2025940662,2025-12-10,33153,213502,95395,2025-12-30,2025-12-23,33153,Paid
CUST164972,Parkerfort Medical,Mid,FDX2025865835,2025-12-05,40114,243219,40114,2025-12-25,2025-12-24,40114,Paid
CUST486078,Ford Wholesale,Small,FDX2025329365,2025-12-03,4739,47088,22579,2025-12-18,2025-12-15,4739,Paid
CUST157807,Rodriguezborough Solutions,Small,FDX2025824478,2025-12-01,1790,5531,1790,2025-12-16,,,Unpaid
CUST247048,Rivers Materials,Small,FDX2025496803,2025-12-05,1604,24465,8532,2025-12-20,,,Unpaid
CUST425358,Aliciabury Pharmaceuticals,Small,FDX2025596869,2025-12-03,2446,25111,9508,2025-12-18,2025-12-11,2446,Paid
CUST931542,"Harris, Supply",Small,FDX2025838072,2025-12-06,1476,6393,1476,2025-12-21,,,Unpaid
CUST985878,Santos LLC,Small,FDX2025722920,2025-12-11,2724,6896,5478,2025-12-26,,,Unpaid
CUST615269,Watson Wholesale,Small,FDX2025284734,2025-12-02,1272,11345,1272,2025-12-17,2025-12-10,1272,Paid
CUST824039,Jones-Montoya,Small,FDX2025905881,2025-12-03,3238,19717,3238,2025-12-18,2025-12-15,3238,Paid
CUST282251,"Ho, Jordan and Wilkerson",Small,FDX2025506843,2025-12-14,4527,17586,9098,2025-12-29,,,Unpaid
CUST612845,Culture Distribution,Mid,FDX2025943199,2025-12-01,3526,90361,19749,2025-12-21,2025-12-16,3526,Paid
CUST583541,Myers Trading,Mid,FDX2025902469,2025-12-07,13002,98060,53601,2025-12-27,,,Unpaid
CUST946504,Shaneside Company,Large,FDX2025259813,2025-12-01,148065,529485,148065,2025-12-31,2025-12-28,148065,Paid
CUST741354,Pennsylvania Automotive,Mid,FDX2025969658,2025-12-05,43289,143819,73982,2025-12-25,2025-12-24,43289,Paid
CUST540761,"Dixon, Services",Small,FDX2025930848,2025-12-04,12671,38590,22732,2025-12-19,,,Unpaid
CUST250218,"Bullock, Healthcare",Large,FDX2025997191,2025-12-01,54131,458378,127153,2025-12-31,,,Unpaid
CUST546033,"Wood, International",Large,FDX2025524966,2025-12-01,152596,564365,361459,2025-12-31,2025-12-28,152596,Paid
CUST339106,Maryville Materials,Mid,FDX2025465179,2025-12-09,56027,176740,77675,2025-12-29,2025-12-29,56027,Paid
CUST300662,Harrisonmouth Supply,Small,FDX2025911529,2025-12-06,8127,49926,8127,2025-12-21,,,Unpaid
CUST303616,Petty Pharmaceuticals,Small,FDX2025795860,2025-12-04,13216,44838,22118,2025-12-19,,,Unpaid
CUST315239,Traditional Electronics,Mid,FDX2025189283,2025-12-01,2253,130966,2253,2025-12-21,2025-12-18,2253,Paid
CUST600797,Fisher-Santiago Holdings,Small,FDX2025100589,2025-12-10,772,23694,772,2025-12-25,2025-12-24,772,Paid
CUST549634,"Hernandez, Solutions",Small,FDX2025311902,2025-12-15,9642,48415,20924,2025-12-30,2025-12-27,9642,Paid
CUST236876,Pham LLC,Mid,FDX2025605813,2025-12-06,39968,132913,39968,2025-12-26,2025-12-19,39968,Paid
CUST372084,Guerrerofurt Pharmaceuticals,Small,FDX2025795965,2025-12-14,712,10513,712,2025-12-29,2025-12-26,712,Paid
CUST454554,Smith Partners,Small,FDX2025990527,2025-12-03,13119,32903,19703,2025-12-18,,,Unpaid
CUST295885,Lowe-Harvey,Large,FDX2025103148,2025-12-01,88165,321598,156555,2025-12-31,2025-12-28,88165,Paid
CUST975602,"Chapman, Enterprises",Large,FDX2025528877,2025-12-01,137416,500775,329226,2025-12-31,,,Unpaid
CUST428747,Kim Manufacturing,Mid,FDX2025561142,2025-12-11,35909,122948,35909,2025-12-31,2025-12-30,35909,Paid
CUST658354,"Horne, Corporation",Small,FDX2025464768,2025-12-03,14730,46418,27436,2025-12-18,,,Unpaid
CUST430153,Utah Trading,Small,FDX2025747685,2025-12-08,7038,40336,7038,2025-12-23,2025-12-16,7038,Paid
CUST850101,Perez-Marshall Industries,Small,FDX2025251279,2025-12-05,7052,38116,10888,2025-12-20,2025-12-15,7052,Paid
CUST387159,Everett Wholesale,Large,FDX2025126257,2025-12-01,19293,310811,19293,2025-12-31,2025-12-26,19293,Paid
CUST158528,"Cline, Holdings",Mid,FDX2025160159,2025-12-04,72826,246720,72826,2025-12-24,,,Unpaid
CUST202056,"Serrano, Ellis and Evans",Mega,FDX2025550633,2025-12-01,326186,2916795,415268,2025-12-31,2025-12-30,326186,Paid
CUST812911,Brown Holdings,Large,FDX2025171281,2025-12-01,25171,674034,235943,2025-12-31,2025-12-30,25171,Paid
CUST417752,"Perkins, Healthcare",Mid,FDX2025859852,2025-12-01,39837,151107,70236,2025-12-21,,,Unpaid
CUST550876,Candidate Solutions,Mid,FDX2025539368,2025-12-03,9011,247479,9011,2025-12-23,,,Unpaid
CUST214950,Holland Pharmaceuticals,Mega,FDX2025425793,2025-12-01,182721,1849231,854107,2025-12-31,2025-12-30,182721,Paid
CUST961149,As Company,Mid,FDX2025872844,2025-12-01,23885,136419,51405,2025-12-21,2025-12-20,23885,Paid
CUST494567,Simpson Pharmaceuticals,Mid,FDX2025535776,2025-12-01,22534,166772,22534,2025-12-21,2025-12-20,22534,Paid
CUST405578,Ramirez-Petty Company,Mega,FDX2025186441,2025-12-01,288886,1340542,538953,2025-12-31,2025-12-30,288886,Paid
CUST828944,I Solutions,Mid,FDX2025541776,2025-12-07,25043,186055,82460,2025-12-27,2025-12-27,25043,Paid
CUST488340,Bernard Logistics,Large,FDX2025816015,2025-12-01,68507,686896,205664,2025-12-31,2025-12-24,68507,Paid
CUST248863,Sanders-Weeks Systems,Small,FDX2025758483,2025-12-06,3996,13241,8557,2025-12-21,2025-12-21,3996,Paid
CUST855052,Harris-Rowe Manufacturing,Large,FDX2025401694,2025-12-01,42720,666739,111971,2025-12-31,2025-12-28,42720,Paid
CUST249634,Wattsland Trading,Small,FDX2025637790,2025-12-06,1397,10936,1397,2025-12-21,2025-12-16,1397,Paid
CUST847857,Novak-Jones,Mid,FDX2025630560,2025-12-05,20256,77983,51102,2025-12-25,,,Unpaid
CUST117955,Bailey Group,Small,FDX2025952384,2025-12-12,6086,21088,9635,2025-12-27,2025-12-24,6086,Paid
CUST985081,Owens-Green,Mid,FDX2025521386,2025-12-09,51860,165026,121718,2025-12-29,,,Unpaid
CUST645454,"Baker, Automotive",Mid,FDX2025479648,2025-12-03,15793,171740,15793,2025-12-23,2025-12-22,15793,Paid
CUST775749,Willis Industries,Mid,FDX2025963178,2025-12-07,71923,227397,116970,2025-12-27,2025-12-20,71923,Paid
CUST608517,"Lewis, Trading",Small,FDX2025527750,2025-12-06,1745,9169,5218,2025-12-21,2025-12-14,1745,Paid
CUST989147,Garrett Distribution,Mid,FDX2025480424,2025-12-11,7465,218696,54532,2025-12-31,2025-12-30,7465,Paid
CUST707775,Melendezview Electronics,Mid,FDX2025338327,2025-12-08,59851,249291,59851,2025-12-28,2025-12-28,59851,Paid
CUST167266,Kelley-Hernandez,Small,FDX2025315111,2025-12-12,4717,15844,8395,2025-12-27,2025-12-26,4717,Paid
CUST976250,Cooper Pharmaceuticals,Small,FDX2025341777,2025-12-15,1938,38272,1938,2025-12-30,2025-12-23,1938,Paid
CUST515920,Wilsonstad Technologies,Mid,FDX2025301846,2025-12-04,16914,209665,16914,2025-12-24,,,Unpaid
CUST727840,Face Solutions,Small,FDX2025225926,2025-12-13,9924,47644,16679,2025-12-28,2025-12-21,9924,Paid
CUST190452,Organization Company,Small,FDX2025344585,2025-12-04,4441,24699,14153,2025-12-19,,,Unpaid
CUST107940,Jonview Services,Mid,FDX2025208458,2025-12-10,39164,130757,85892,2025-12-30,,,Unpaid
CUST577027,Taylor PLC,Mid,FDX2025142628,2025-12-07,6300,55574,12588,2025-12-27,2025-12-22,6300,Paid
CUST669245,Hunterburgh International,Small,FDX2025600294,2025-12-10,13544,45136,28449,2025-12-25,2025-12-18,13544,Paid
CUST362510,"Davis, Smith and Reeves",Small,FDX2025493928,2025-12-12,11146,42881,11146,2025-12-27,2025-12-24,11146,Paid
CUST352930,Carterview Technologies,Mid,FDX2025373394,2025-12-09,12166,87362,30811,2025-12-29,2025-12-26,12166,Paid
CUST602594,Duncan-Romero Wholesale,Small,FDX2025909974,2025-12-07,3391,46633,9797,2025-12-22,2025-12-22,3391,Paid
CUST992009,Freeman Trading,Small,FDX2025326819,2025-12-01,6019,22430,14189,2025-12-16,,,Unpaid
CUST577232,Lawyer Automotive,Small,FDX2025346812,2025-12-12,2604,8594,5823,2025-12-27,2025-12-27,2604,Paid
CUST865832,"Brown, International",Large,FDX2025983892,2025-12-01,92419,356814,146910,2025-12-31,2025-12-24,92419,Paid
CUST168462,Clark PLC,Mid,FDX2025704263,2025-12-09,7126,102746,16016,2025-12-29,,,Unpaid
CUST684850,David Holdings,Mid,FDX2025504739,2025-12-11,29519,242357,29519,2025-12-31,2025-12-24,29519,Paid
CUST825308,Plant International,Small,FDX2025192605,2025-12-03,3080,20797,5803,2025-12-18,2025-12-18,3080,Paid
CUST276759,Martinez-Morgan,Large,FDX2025382615,2025-12-01,24547,546817,29792,2025-12-31,2025-12-26,24547,Paid
CUST825069,Bailey-Calhoun,Large,FDX2025441489,2025-12-01,27645,347517,27645,2025-12-31,2025-12-24,27645,Paid
