invoice_id,customer_id,customer_name,business_segment,invoice_date,invoice_amount,credit_limit,credit_used,due_date,payment_terms_days,grace_period_days,handover_date,payment_date,handover_eligibility
FDX20257662074,CUST521947,Sanchez-Simpson,Mid,2025-12-24,29139,108837,33303,2026-01-08,15,12,2026-01-20,,IN_GRACE
FDX20251003282,CUST831076,Aguilar-Fuller,Small,2026-01-07,33494,137812,36643,2026-01-17,10,7,2026-01-24,,ELIGIBLE
FDX20251581546,CUST410016,Miller-Wright,Mid,2025-12-19,43192,253511,199073,2026-01-03,15,12,2026-01-15,,ELIGIBLE
FDX20255772818,CUST681343,Williamson-Cooley,Mid,2025-12-15,22670,83718,26546,2025-12-30,15,12,2026-01-11,,ELIGIBLE
FDX20251273509,CUST233470,"Obrien, Cook and Rodriguez",Small,2026-01-09,7079,21916,18849,2026-01-19,10,7,2026-01-26,2026-01-20,RESOLVED_IN_GRACE
FDX20259684044,CUST301158,Young-York,Small,2026-01-06,16271,97002,48375,2026-01-16,10,7,2026-01-23,,ELIGIBLE
FDX20253266362,CUST540869,"Castro, Morris and Harris",Small,2026-01-08,39243,232233,46828,2026-01-18,10,7,2026-01-25,,ELIGIBLE
FDX20256064062,CUST797229,Stevens-Smith,Mid,2025-12-12,46969,148178,78599,2025-12-27,15,12,2026-01-08,,IN_GRACE
FDX20251110206,CUST497562,Rogers-Jones,Small,2026-01-14,48773,254197,179530,2026-01-24,10,7,2026-01-31,2026-01-25,RESOLVED_IN_GRACE
FDX20256038767,CUST810219,Harrison-Odom,Large,2025-12-17,58329,344843,255419,2026-01-11,25,20,2026-01-31,,ELIGIBLE
FDX20254722641,CUST884475,Jordan-Miller,Large,2025-12-16,10922,62976,25591,2026-01-10,25,20,2026-01-30,,ELIGIBLE
FDX20254604128,CUST282480,Brown-Moore,Mid,2025-12-13,17736,67661,45542,2025-12-28,15,12,2026-01-09,,ELIGIBLE
FDX20256283223,CUST745414,Gray-White,Mid,2026-01-04,37526,107798,79530,2026-01-19,15,12,2026-01-31,,ELIGIBLE
FDX20251364088,CUST696750,Miller-Gonzalez,Mid,2026-01-01,59898,293429,263075,2026-01-16,15,12,2026-01-28,,ELIGIBLE
FDX20255629792,CUST415568,Cervantes-Harmon,Large,2025-12-01,6460,17401,15321,2025-12-26,25,20,2026-01-15,,ELIGIBLE
FDX20259577712,CUST525800,"Larson, Ruiz and Kane",Mega,2025-12-01,45648,118552,60979,2026-01-05,35,30,2026-02-04,2026-01-17,RESOLVED_IN_GRACE
FDX20253595683,CUST674553,Parker-Smith,Small,2025-12-27,55148,195137,109334,2026-01-06,10,7,2026-01-13,,ELIGIBLE
FDX20252581875,CUST974224,Ramos-Thompson,Small,2025-12-28,31452,115356,57368,2026-01-07,10,7,2026-01-14,,ELIGIBLE
FDX20251633110,CUST100425,Hall-Caldwell,Small,2025-12-31,22869,110085,82950,2026-01-10,10,7,2026-01-17,,ELIGIBLE
FDX20258723723,CUST418635,Pennington-Vazquez,Mid,2025-12-17,2887,9335,8096,2026-01-01,15,12,2026-01-13,,ELIGIBLE
FDX20256966913,CUST400850,Bailey-Bishop,Large,2025-12-06,44487,229142,173200,2025-12-31,25,20,2026-01-20,,ELIGIBLE
FDX20253619042,CUST320392,Hopkins-Johnson,Small,2025-12-27,12359,64418,62621,2026-01-06,10,7,2026-01-13,2026-01-10,RESOLVED_IN_GRACE
FDX20253322104,CUST550770,Jackson-Jones,Small,2026-01-11,6145,25807,18628,2026-01-21,10,7,2026-01-28,,ELIGIBLE
FDX20255445763,CUST923927,Collins LLC,Large,2025-12-13,25474,143396,82030,2026-01-07,25,20,2026-01-27,2026-01-27,RESOLVED_IN_GRACE
FDX20257158628,CUST708158,Cook-Jones,Mid,2026-01-02,25623,124701,116958,2026-01-17,15,12,2026-01-29,2026-01-27,RESOLVED_IN_GRACE
FDX20255191903,CUST736130,Jones-Haley,Small,2026-01-08,45264,190706,137919,2026-01-18,10,7,2026-01-25,,IN_GRACE
FDX20254908993,CUST786508,Hubbard-Medina,Mid,2025-12-18,33916,129436,108410,2026-01-02,15,12,2026-01-14,,IN_GRACE
FDX20255299058,CUST437902,Wilson-Ward,Mid,2026-01-02,23995,140151,98711,2026-01-17,15,12,2026-01-29,,ELIGIBLE
FDX20256038238,CUST587575,Potter-Mendoza,Large,2025-12-04,25804,112724,29135,2025-12-29,25,20,2026-01-18,2026-01-09,RESOLVED_IN_GRACE
FDX20252541912,CUST563246,Schmidt-Johnson,Small,2025-12-24,22747,88323,73435,2026-01-03,10,7,2026-01-10,,ELIGIBLE
FDX20257707501,CUST563638,Jones-Gamble,Small,2026-01-05,10282,31143,24801,2026-01-15,10,7,2026-01-22,,ELIGIBLE
FDX20254647992,CUST808446,Watson-Perez,Small,2025-12-24,9019,32389,25859,2026-01-03,10,7,2026-01-10,2026-01-06,RESOLVED_IN_GRACE
FDX20252295227,CUST324082,Tyler Ltd,Large,2025-12-15,58865,222194,78344,2026-01-09,25,20,2026-01-29,2026-01-27,RESOLVED_IN_GRACE
FDX20256447428,CUST636004,Fuentes-Gomez,Small,2025-12-24,16196,81401,38804,2026-01-03,10,7,2026-01-10,,ELIGIBLE
FDX20259095563,CUST596171,Beard-Smith,Small,2025-12-24,12015,50546,20599,2026-01-03,10,7,2026-01-10,,IN_GRACE
FDX20253900822,CUST932291,Campbell-Wilson,Mid,2026-01-01,49935,298587,285047,2026-01-16,15,12,2026-01-28,,IN_GRACE
FDX20259191918,CUST934692,Salas and Sons,Small,2026-01-13,25549,82669,78567,2026-01-23,10,7,2026-01-30,,ELIGIBLE
FDX20252599943,CUST871711,Rice-Ramirez,Small,2026-01-13,5543,28705,27456,2026-01-23,10,7,2026-01-30,,ELIGIBLE
FDX20256039762,CUST277934,Munoz-Blackwell,Mid,2025-12-22,52201,269331,221346,2026-01-06,15,12,2026-01-18,2026-01-15,RESOLVED_IN_GRACE
FDX20251626991,CUST790855,Butler-Floyd,Mid,2025-12-22,12249,35491,25171,2026-01-06,15,12,2026-01-18,2026-01-17,RESOLVED_IN_GRACE
FDX20257401281,CUST188914,Porter-Neal,Small,2026-01-01,22034,67704,26431,2026-01-11,10,7,2026-01-18,2026-01-16,RESOLVED_IN_GRACE
FDX20252316632,CUST397571,"Barber, Thompson and Mayo",Small,2026-01-08,42732,155319,54860,2026-01-18,10,7,2026-01-25,,ELIGIBLE
FDX20251938227,CUST640490,Morris-Cunningham,Small,2026-01-04,21119,101852,85531,2026-01-14,10,7,2026-01-21,2026-01-17,RESOLVED_IN_GRACE
FDX20256610127,CUST796101,Todd-Warren,Small,2025-12-27,48065,197717,131864,2026-01-06,10,7,2026-01-13,,IN_GRACE
FDX20256837300,CUST763686,Johnson-Peterson,Small,2026-01-04,11260,32084,17961,2026-01-14,10,7,2026-01-21,,ELIGIBLE
FDX20258286418,CUST749342,Carey Ltd,Small,2026-01-02,4145,23297,8585,2026-01-12,10,7,2026-01-19,2026-01-16,RESOLVED_IN_GRACE
FDX20257988074,CUST451470,Banks-Ferguson,Small,2025-12-26,42831,208190,206136,2026-01-05,10,7,2026-01-12,,ELIGIBLE
FDX20253022334,CUST197923,Berger-Ortega,Small,2026-01-13,59283,216908,180715,2026-01-23,10,7,2026-01-30,,ELIGIBLE
FDX20254803691,CUST958179,"Fox, Kim and Riddle",Mid,2026-01-04,14769,38607,31575,2026-01-19,15,12,2026-01-31,,ELIGIBLE
FDX20251191837,CUST887625,Garrison-Terry,Mid,2025-12-24,49383,266830,86475,2026-01-08,15,12,2026-01-20,,ELIGIBLE
FDX20257417066,CUST346277,Black-Garner,Small,2026-01-08,21172,60359,33528,2026-01-18,10,7,2026-01-25,2026-01-25,RESOLVED_IN_GRACE
FDX20251908116,CUST805477,Jackson-Norton,Small,2026-01-03,49261,218146,112692,2026-01-13,10,7,2026-01-20,2026-01-15,RESOLVED_IN_GRACE
FDX20256113416,CUST425498,"Weiss, Lopez and Brown",Mid,2025-12-18,48914,146287,71003,2026-01-02,15,12,2026-01-14,,ELIGIBLE
FDX20259797692,CUST335552,Townsend-Snyder,Small,2025-12-27,49854,199218,124756,2026-01-06,10,7,2026-01-13,,ELIGIBLE
FDX20251690923,CUST945742,"Terry, Mitchell and Stone",Small,2026-01-05,2129,11357,4961,2026-01-15,10,7,2026-01-22,,ELIGIBLE
FDX20256357242,CUST308802,Griffin-Dawson,Small,2026-01-14,39691,151727,140997,2026-01-24,10,7,2026-01-31,2026-01-28,RESOLVED_IN_GRACE
FDX20253509536,CUST254511,Gillespie-Stanley,Large,2025-12-01,16806,60991,59010,2025-12-26,25,20,2026-01-15,,ELIGIBLE
FDX20256483324,CUST125611,Key-Hoover,Small,2025-12-27,56255,146417,131736,2026-01-06,10,7,2026-01-13,2026-01-09,RESOLVED_IN_GRACE
FDX20259428900,CUST148458,Dean-Cooper,Small,2026-01-06,7414,24303,10315,2026-01-16,10,7,2026-01-23,,ELIGIBLE
FDX20254704361,CUST356736,Fuller-Phillips,Mid,2025-12-26,55419,283165,65586,2026-01-10,15,12,2026-01-22,,ELIGIBLE
FDX20253570227,CUST598216,Price-Stuart,Large,2025-12-14,25204,149522,46800,2026-01-08,25,20,2026-01-28,,ELIGIBLE
FDX20251847581,CUST740967,Key LLC,Large,2025-12-17,24672,124358,99602,2026-01-11,25,20,2026-01-31,,ELIGIBLE
FDX20257591477,CUST991014,Ramos-Hernandez,Large,2025-12-01,22273,132096,96745,2025-12-26,25,20,2026-01-15,,ELIGIBLE
FDX20258476199,CUST905819,Jones-Vega,Large,2025-12-12,5506,14646,10131,2026-01-06,25,20,2026-01-26,,ELIGIBLE
FDX20259467953,CUST176365,Carter-Ward,Mid,2025-12-31,55062,263078,214388,2026-01-15,15,12,2026-01-27,,ELIGIBLE
FDX20252511341,CUST577538,Larson-Morales,Small,2026-01-03,18072,50982,27004,2026-01-13,10,7,2026-01-20,2026-01-20,RESOLVED_IN_GRACE
FDX20254725978,CUST534572,Webb-Orozco,Small,2026-01-10,44452,173170,162972,2026-01-20,10,7,2026-01-27,,ELIGIBLE
FDX20258246678,CUST760356,Leach Group,Small,2025-12-22,11583,50250,31406,2026-01-01,10,7,2026-01-08,,ELIGIBLE
FDX20255861752,CUST703634,"Roberts, Lucas and Lopez",Mid,2025-12-25,28149,71441,33807,2026-01-09,15,12,2026-01-21,,IN_GRACE
FDX20257615632,CUST303880,Wilkinson-Cooper,Mid,2025-12-28,37786,117261,52708,2026-01-12,15,12,2026-01-24,2026-01-16,RESOLVED_IN_GRACE
FDX20253483236,CUST853240,Nelson-White,Large,2025-12-01,53923,214132,115061,2025-12-26,25,20,2026-01-15,2026-01-04,RESOLVED_IN_GRACE
FDX20253217764,CUST830180,Perez-Lowe,Small,2026-01-02,53997,266677,240132,2026-01-12,10,7,2026-01-19,2026-01-15,RESOLVED_IN_GRACE
FDX20256639966,CUST502630,Coffey-Compton,Mid,2025-12-31,32497,90241,45743,2026-01-15,15,12,2026-01-27,,ELIGIBLE
FDX20252384877,CUST618392,Marshall-Rivas,Mid,2025-12-27,15546,78240,65821,2026-01-11,15,12,2026-01-23,2026-01-22,RESOLVED_IN_GRACE
FDX20258983516,CUST519066,Thomas-Salinas,Small,2025-12-27,42355,219239,88466,2026-01-06,10,7,2026-01-13,2026-01-10,RESOLVED_IN_GRACE
FDX20251827302,CUST355836,Garza-Harmon,Mid,2025-12-12,29517,145470,84044,2025-12-27,15,12,2026-01-08,2025-12-29,RESOLVED_IN_GRACE
FDX20257697318,CUST254739,"Thornton, Williams and Phillips",Small,2026-01-02,13666,66511,29343,2026-01-12,10,7,2026-01-19,,ELIGIBLE
FDX20255404991,CUST787926,Douglas-Weiss,Small,2026-01-02,20528,68152,28128,2026-01-12,10,7,2026-01-19,2026-01-19,RESOLVED_IN_GRACE
FDX20252427388,CUST821024,Jackson-Steele,Small,2025-12-24,9134,27774,9983,2026-01-03,10,7,2026-01-10,,ELIGIBLE
FDX20257686174,CUST105814,Pratt-Sheppard,Mid,2026-01-02,52177,173806,133342,2026-01-17,15,12,2026-01-29,,IN_GRACE
FDX20259419194,CUST887443,Shaw-Davis,Mid,2025-12-12,7156,40690,20513,2025-12-27,15,12,2026-01-08,,ELIGIBLE
FDX20258289551,CUST907451,Garcia-Hutchinson,Mid,2025-12-19,34431,97032,49097,2026-01-03,15,12,2026-01-15,2026-01-04,RESOLVED_IN_GRACE
FDX20253187332,CUST211764,Price-Bowen,Small,2025-12-29,7546,28367,26946,2026-01-08,10,7,2026-01-15,,ELIGIBLE
FDX20253262755,CUST916232,Parrish PLC,Large,2025-12-04,57814,224571,204741,2025-12-29,25,20,2026-01-18,,ELIGIBLE
FDX20259068540,CUST545798,Williamson-Pennington,Mega,2025-12-01,3752,12046,4583,2026-01-05,35,30,2026-02-04,2026-01-23,RESOLVED_IN_GRACE
FDX20254323709,CUST329471,Stone-Mueller,Mid,2025-12-28,37219,177552,175707,2026-01-12,15,12,2026-01-24,,ELIGIBLE
FDX20259184951,CUST284430,Johnson-Matthews,Mid,2025-12-14,48122,138716,123933,2025-12-29,15,12,2026-01-10,,ELIGIBLE
FDX20257632348,CUST943170,Williams-Walsh,Mega,2025-12-01,26393,154773,80416,2026-01-05,35,30,2026-02-04,2026-01-15,RESOLVED_IN_GRACE
FDX20254290000,CUST829716,Martin-Collins,Mid,2025-12-26,54555,230880,95916,2026-01-10,15,12,2026-01-22,2026-01-14,RESOLVED_IN_GRACE
FDX20259795418,CUST643118,Hampton-Rojas,Mid,2025-12-21,9168,49937,46672,2026-01-05,15,12,2026-01-17,2026-01-07,RESOLVED_IN_GRACE
FDX20255131319,CUST587115,Prince Ltd,Mid,2025-12-18,45808,265440,200496,2026-01-02,15,12,2026-01-14,,ELIGIBLE
FDX20255065372,CUST152657,Davidson-Collier,Mid,2025-12-27,3865,18069,6389,2026-01-11,15,12,2026-01-23,2026-01-13,RESOLVED_IN_GRACE
FDX20252201986,CUST684482,Bailey-Hoffman,Small,2026-01-04,45455,170511,70646,2026-01-14,10,7,2026-01-21,,ELIGIBLE
FDX20255467052,CUST361303,Ramos LLC,Mid,2025-12-23,22532,107782,96140,2026-01-07,15,12,2026-01-19,,ELIGIBLE
FDX20258215305,CUST989545,Duffy Group,Small,2025-12-23,49148,177106,61481,2026-01-02,10,7,2026-01-09,,ELIGIBLE
FDX20256425946,CUST227253,"Mcbride, Jones and Rocha",Large,2025-12-01,30484,96081,61089,2025-12-26,25,20,2026-01-15,,ELIGIBLE
FDX20252503148,CUST578634,Santiago-Chavez,Small,2025-12-22,51331,241321,215442,2026-01-01,10,7,2026-01-08,,ELIGIBLE
FDX20252887937,CUST239816,Hopkins-Cabrera,Mid,2025-12-24,27628,133171,34684,2026-01-08,15,12,2026-01-20,,IN_GRACE
FDX20257938755,CUST940346,Palmer-Anderson,Small,2026-01-10,21186,62035,52922,2026-01-20,10,7,2026-01-27,,ELIGIBLE
FDX20258105832,CUST587213,"Dodson, Weiss and Turner",Mid,2025-12-22,7075,18058,17809,2026-01-06,15,12,2026-01-18,2026-01-10,RESOLVED_IN_GRACE
FDX20257128174,CUST800005,"Bartlett, Reynolds and Tyler",Small,2025-12-28,46771,260544,194406,2026-01-07,10,7,2026-01-14,,IN_GRACE
FDX20256843636,CUST656932,Jones-Schroeder,Small,2026-01-09,7545,39125,11318,2026-01-19,10,7,2026-01-26,2026-01-24,RESOLVED_IN_GRACE
FDX20254195887,CUST686075,Mays-Mayer,Small,2026-01-02,53482,259307,129651,2026-01-12,10,7,2026-01-19,2026-01-13,RESOLVED_IN_GRACE
FDX20256381096,CUST724377,Gonzales-Wallace,Small,2025-12-28,22540,60304,29880,2026-01-07,10,7,2026-01-14,,IN_GRACE
FDX20256780168,CUST432711,Moore-Ball,Small,2026-01-14,17174,90263,44167,2026-01-24,10,7,2026-01-31,2026-01-31,RESOLVED_IN_GRACE
FDX20251406123,CUST891937,Perry-Morgan,Small,2025-12-26,11912,31282,20071,2026-01-05,10,7,2026-01-12,,ELIGIBLE
FDX20256114011,CUST564071,Wolfe PLC,Mid,2026-01-01,19354,82922,58179,2026-01-16,15,12,2026-01-28,2026-01-22,RESOLVED_IN_GRACE
FDX20253839632,CUST742412,Becker-Caldwell,Mid,2025-12-26,29671,77822,61986,2026-01-10,15,12,2026-01-22,2026-01-12,RESOLVED_IN_GRACE
FDX20256867267,CUST954596,Brown-Bowen,Small,2026-01-06,18283,104320,86340,2026-01-16,10,7,2026-01-23,2026-01-20,RESOLVED_IN_GRACE
FDX20258419054,CUST854213,"Mccoy, Orozco and Mueller",Small,2025-12-31,51959,232353,142383,2026-01-10,10,7,2026-01-17,2026-01-11,RESOLVED_IN_GRACE
FDX20253446428,CUST629298,Leblanc-Brown,Mid,2025-12-19,55657,326721,315667,2026-01-03,15,12,2026-01-15,,ELIGIBLE
FDX20258389750,CUST547470,Mcintyre-Robinson,Mid,2025-12-21,31239,123546,123429,2026-01-05,15,12,2026-01-17,2026-01-08,RESOLVED_IN_GRACE
FDX20251752920,CUST970914,Bryant-James,Small,2025-12-27,24968,148012,85160,2026-01-06,10,7,2026-01-13,,ELIGIBLE
FDX20254917305,CUST674485,Kim PLC,Small,2026-01-02,11463,43474,13928,2026-01-12,10,7,2026-01-19,,IN_GRACE
FDX20254350161,CUST567574,Turner-Chan,Mid,2025-12-27,55600,237913,110379,2026-01-11,15,12,2026-01-23,2026-01-13,RESOLVED_IN_GRACE
FDX20257271672,CUST266889,Kelly-Robinson,Small,2026-01-06,27345,71782,40179,2026-01-16,10,7,2026-01-23,,IN_GRACE
FDX20253617098,CUST879779,Carroll-Ramirez,Mid,2026-01-02,44893,242638,213317,2026-01-17,15,12,2026-01-29,,ELIGIBLE
FDX20252439727,CUST597732,Kennedy-Dean,Mid,2025-12-20,34518,181727,54658,2026-01-04,15,12,2026-01-16,,ELIGIBLE
FDX20252885284,CUST571932,Davis-Lewis,Mid,2025-12-22,7583,40332,39447,2026-01-06,15,12,2026-01-18,2026-01-17,RESOLVED_IN_GRACE
FDX20251914996,CUST371782,Carlson-Sellers,Small,2026-01-04,50281,140085,91628,2026-01-14,10,7,2026-01-21,,ELIGIBLE
FDX20255077673,CUST888295,Love-Lopez,Small,2026-01-02,51998,310881,249928,2026-01-12,10,7,2026-01-19,,ELIGIBLE
FDX20253477610,CUST359249,Bentley-Alvarez,Mid,2025-12-22,30302,79815,42620,2026-01-06,15,12,2026-01-18,,IN_GRACE
FDX20255826554,CUST980660,Gonzalez-May,Mid,2025-12-17,51287,278512,211732,2026-01-01,15,12,2026-01-13,,IN_GRACE
FDX20251230406,CUST768636,"Hill, Miller and Mccarthy",Small,2025-12-22,26345,92833,34265,2026-01-01,10,7,2026-01-08,,ELIGIBLE
FDX20256759137,CUST390782,Marshall LLC,Mid,2025-12-30,29321,125591,89831,2026-01-14,15,12,2026-01-26,,ELIGIBLE
FDX20252866934,CUST903013,Cox-Wright,Small,2026-01-13,2988,7693,5817,2026-01-23,10,7,2026-01-30,,ELIGIBLE
FDX20256119031,CUST915451,Powell-Barnett,Small,2026-01-13,40415,174682,145952,2026-01-23,10,7,2026-01-30,,IN_GRACE
FDX20258550780,CUST646622,Reed-Rodriguez,Large,2025-12-09,40637,205637,144764,2026-01-03,25,20,2026-01-23,2026-01-23,RESOLVED_IN_GRACE
FDX20258905261,CUST608136,Boyd-Thomas,Small,2025-12-28,17593,100427,35540,2026-01-07,10,7,2026-01-14,,IN_GRACE
FDX20251381650,CUST757193,Reynolds-Yates,Large,2025-12-01,51691,194191,108890,2025-12-26,25,20,2026-01-15,2026-01-10,RESOLVED_IN_GRACE
FDX20256567967,CUST350867,Lawson-Garcia,Small,2026-01-10,5384,14419,13463,2026-01-20,10,7,2026-01-27,2026-01-21,RESOLVED_IN_GRACE
FDX20254506598,CUST387936,Knox PLC,Mid,2025-12-23,50140,208784,187219,2026-01-07,15,12,2026-01-19,2026-01-08,RESOLVED_IN_GRACE
FDX20254554677,CUST561239,Harris-Wagner,Small,2026-01-03,52706,138692,128727,2026-01-13,10,7,2026-01-20,2026-01-17,RESOLVED_IN_GRACE
FDX20254419219,CUST181247,Nguyen-Harper,Small,2026-01-05,58296,162963,94255,2026-01-15,10,7,2026-01-22,,IN_GRACE
FDX20259778944,CUST848206,Herrera-Lewis,Small,2026-01-11,44489,123950,117815,2026-01-21,10,7,2026-01-28,,ELIGIBLE
FDX20255339561,CUST399607,Mckinney-Washington,Mid,2025-12-20,29081,98641,61802,2026-01-04,15,12,2026-01-16,,ELIGIBLE
FDX20259103837,CUST345884,Woods-Meyer,Mid,2025-12-23,13467,47836,33012,2026-01-07,15,12,2026-01-19,,ELIGIBLE
FDX20253371416,CUST384913,Mcneil-Morgan,Small,2025-12-31,15622,41061,40284,2026-01-10,10,7,2026-01-17,2026-01-14,RESOLVED_IN_GRACE
FDX20251308508,CUST452161,"Kelly, Stephens and Rhodes",Small,2026-01-04,23627,129127,125642,2026-01-14,10,7,2026-01-21,2026-01-18,RESOLVED_IN_GRACE
FDX20257318411,CUST435239,Lawrence-Reid,Mega,2025-12-01,20712,89176,45969,2026-01-05,35,30,2026-02-04,,ELIGIBLE
FDX20259838222,CUST666390,Blackburn Inc,Small,2025-12-27,42332,150682,74235,2026-01-06,10,7,2026-01-13,,ELIGIBLE
FDX20251729507,CUST184491,Mullins-Carlson,Mid,2025-12-18,32178,124361,110792,2026-01-02,15,12,2026-01-14,2026-01-14,RESOLVED_IN_GRACE
FDX20255285846,CUST245095,Parker-Davenport,Mid,2025-12-26,1841,9335,5878,2026-01-10,15,12,2026-01-22,,ELIGIBLE
FDX20253857489,CUST258157,Garner-Williams,Small,2025-12-31,13722,43620,30912,2026-01-10,10,7,2026-01-17,,IN_GRACE
FDX20252008479,CUST342495,Keller-Tran,Mid,2025-12-22,57265,228364,199278,2026-01-06,15,12,2026-01-18,2026-01-18,RESOLVED_IN_GRACE
FDX20255764956,CUST501641,"Norris, Jordan and Juarez",Small,2025-12-26,10765,51411,46836,2026-01-05,10,7,2026-01-12,,IN_GRACE
FDX20254367121,CUST827659,"Mahoney, Wood and Weber",Small,2025-12-22,23629,95031,70299,2026-01-01,10,7,2026-01-08,,ELIGIBLE
FDX20255551347,CUST260227,Mccormick-Anderson,Small,2026-01-05,22233,70336,36098,2026-01-15,10,7,2026-01-22,,ELIGIBLE
FDX20251890622,CUST840734,Obrien-Rodriguez,Mid,2026-01-03,42145,135332,117656,2026-01-18,15,12,2026-01-30,2026-01-25,RESOLVED_IN_GRACE
FDX20258800748,CUST324345,Cruz-Zamora,Mid,2025-12-25,52730,138097,80880,2026-01-09,15,12,2026-01-21,,ELIGIBLE
FDX20251139824,CUST167348,Chan-Leach,Mid,2025-12-24,21869,122748,43508,2026-01-08,15,12,2026-01-20,,IN_GRACE
FDX20252117325,CUST535020,Waller-Bass,Small,2026-01-11,52505,192920,164798,2026-01-21,10,7,2026-01-28,2026-01-25,RESOLVED_IN_GRACE
FDX20257520383,CUST527398,"Owens, Leblanc and Jenkins",Mid,2025-12-15,37063,166161,156191,2025-12-30,15,12,2026-01-11,,ELIGIBLE
FDX20255551832,CUST446954,"Cisneros, Weaver and Johnston",Mid,2025-12-27,15012,73430,61571,2026-01-11,15,12,2026-01-23,2026-01-19,RESOLVED_IN_GRACE
FDX20257043474,CUST668969,Woodard-Gutierrez,Small,2026-01-13,14309,61749,51179,2026-01-23,10,7,2026-01-30,2026-01-30,RESOLVED_IN_GRACE
FDX20252810117,CUST588557,Mays-Garcia,Mid,2025-12-31,43109,158236,62162,2026-01-15,15,12,2026-01-27,2026-01-19,RESOLVED_IN_GRACE
FDX20251320081,CUST535970,Holt-Freeman,Mega,2025-12-01,36357,93119,38489,2026-01-05,35,30,2026-02-04,2026-01-14,RESOLVED_IN_GRACE
FDX20255907261,CUST165290,Vasquez-Chaney,Small,2025-12-27,47038,179299,154830,2026-01-06,10,7,2026-01-13,2026-01-09,RESOLVED_IN_GRACE
FDX20257484783,CUST316881,Klein-Bradley,Mid,2026-01-03,30268,123392,98278,2026-01-18,15,12,2026-01-30,,ELIGIBLE
FDX20254878365,CUST973349,Montgomery Ltd,Small,2026-01-12,21894,108906,77087,2026-01-22,10,7,2026-01-29,2026-01-29,RESOLVED_IN_GRACE
FDX20257387106,CUST540552,Mclaughlin Ltd,Large,2025-12-16,19422,116353,75878,2026-01-10,25,20,2026-01-30,,ELIGIBLE
FDX20259531890,CUST508396,Hill Inc,Small,2025-12-29,49869,250398,236439,2026-01-08,10,7,2026-01-15,2026-01-11,RESOLVED_IN_GRACE
FDX20252671072,CUST907189,Harmon-Reynolds,Small,2026-01-02,7939,32721,15504,2026-01-12,10,7,2026-01-19,,IN_GRACE
FDX20256292472,CUST712451,Riddle PLC,Small,2025-12-23,33684,184706,56840,2026-01-02,10,7,2026-01-09,2026-01-04,RESOLVED_IN_GRACE
FDX20259131281,CUST829308,Curtis PLC,Small,2026-01-04,4029,16630,7764,2026-01-14,10,7,2026-01-21,2026-01-15,RESOLVED_IN_GRACE
FDX20259918107,CUST120480,Elliott-Gutierrez,Small,2026-01-01,31474,122321,76720,2026-01-11,10,7,2026-01-18,,IN_GRACE
FDX20252476741,CUST998348,"Brewer, Bartlett and Washington",Large,2025-12-04,59844,193822,175781,2025-12-29,25,20,2026-01-18,,IN_GRACE
FDX20254127564,CUST902784,Torres-Chandler,Mid,2025-12-28,33008,134901,37899,2026-01-12,15,12,2026-01-24,2026-01-14,RESOLVED_IN_GRACE
FDX20254336572,CUST703655,Bowman-Mcneil,Mega,2025-12-01,18549,69856,52194,2026-01-05,35,30,2026-02-04,,ELIGIBLE
FDX20259399526,CUST498858,Harrington-Keller,Mega,2025-12-01,21285,53850,38090,2026-01-05,35,30,2026-02-04,2026-01-09,RESOLVED_IN_GRACE
FDX20258683734,CUST600149,"Ali, Stanley and Foley",Mid,2026-01-01,8768,46472,26420,2026-01-16,15,12,2026-01-28,2026-01-21,RESOLVED_IN_GRACE
FDX20251360516,CUST106182,Hernandez-Miller,Small,2026-01-02,53879,155529,102358,2026-01-12,10,7,2026-01-19,,ELIGIBLE
FDX20251666934,CUST468845,Mann-Chavez,Small,2025-12-27,30297,99107,45074,2026-01-06,10,7,2026-01-13,2026-01-12,RESOLVED_IN_GRACE
FDX20255150551,CUST413118,Mcbride LLC,Large,2025-12-16,21921,82874,67995,2026-01-10,25,20,2026-01-30,,ELIGIBLE
FDX20259882115,CUST890075,Green-Kelly,Small,2026-01-03,26354,74855,31117,2026-01-13,10,7,2026-01-20,,ELIGIBLE
FDX20256115834,CUST508930,Smith-Wells,Mid,2025-12-25,28636,142239,78601,2026-01-09,15,12,2026-01-21,2026-01-11,RESOLVED_IN_GRACE
FDX20256596369,CUST994905,Jackson-Fernandez,Mid,2025-12-30,8183,30514,20854,2026-01-14,15,12,2026-01-26,,ELIGIBLE
FDX20259219709,CUST976325,Acosta-Powers,Mid,2025-12-17,3534,12083,9678,2026-01-01,15,12,2026-01-13,2026-01-03,RESOLVED_IN_GRACE
FDX20257600153,CUST539375,Horton-Vargas,Mid,2025-12-22,7354,35306,27262,2026-01-06,15,12,2026-01-18,,ELIGIBLE
FDX20253634111,CUST664365,"Park, Rowland and Bray",Mid,2026-01-02,12404,57202,13854,2026-01-17,15,12,2026-01-29,,ELIGIBLE
FDX20251308234,CUST883826,"Donaldson, Daniel and Keller",Mid,2025-12-25,52794,219238,142367,2026-01-09,15,12,2026-01-21,,IN_GRACE
FDX20256818001,CUST870319,Davila-Orr,Mid,2026-01-01,23768,142073,59106,2026-01-16,15,12,2026-01-28,2026-01-23,RESOLVED_IN_GRACE
FDX20256904121,CUST672661,Johnson-Singh,Mid,2026-01-03,24479,95040,47475,2026-01-18,15,12,2026-01-30,2026-01-30,RESOLVED_IN_GRACE
